"SYMBOL","ENSEMBL","ENTREZID","lengths","logFC","logCPM","F","PValue","FDR"
"HPR","ENSG00000261701",3250,1761,-6.3043494912875,0.668099612215266,55.7164684000767,7.26924221454638e-05,0.0030057160989495
"DCN","ENSG00000011465",1634,8083,-6.88324790814207,5.47475658461786,55.7103962711344,7.27204611384124e-05,0.0030057160989495
"IFITM1","ENSG00000185885",8519,1080,-3.65151641705987,4.82621152571523,55.6186330124588,7.31458440800967e-05,0.0030154658467528
"ZG16B","ENSG00000162078",124220,2046,5.76609832303119,4.64430211685246,55.5258023468501,7.35793474443819e-05,0.00302103238491054
"TCEAL7","ENSG00000182916",56849,1177,-5.61035108297243,2.95863986423762,55.5084865429388,7.36605646543887e-05,0.00302103238491054
"SOD3","ENSG00000109610",6649,2128,-4.51279698199597,5.44157303133898,55.3402566126501,7.44554899393408e-05,0.00303290260358933
"LPAR5","ENSG00000184574",57121,3258,-4.62849936798978,2.08482108789834,55.3081249292983,7.46085382366801e-05,0.00303290260358933
"SAPCD2","ENSG00000186193",89958,3843,4.94646247925687,3.48371832137062,55.3055766768189,7.46206928042155e-05,0.00303290260358933
"LYPD3","ENSG00000124466",27076,2519,4.13489281756092,4.48227419161348,55.2845312723467,7.47211692267702e-05,0.00303290260358933
"SPRR2F","ENSG00000244094",6705,681,-7.19875288124468,3.9371645940631,55.2465449440692,7.49029550185763e-05,0.00303290260358933
"SPARC","ENSG00000113140",6678,4831,-7.04970159056844,9.20935352137963,55.1524121608952,7.53558230876845e-05,0.00303760530324178
"FEZ1","ENSG00000149557",9638,5932,-4.47051178856784,2.88723062607321,55.0885602365672,7.56649623762647e-05,0.00303760530324178
"IL6","ENSG00000136244",3569,2711,-5.9005605493599,3.94030235389838,55.0697100036382,7.57565290473173e-05,0.00303760530324178
"RP11-20G13.3",NA,NA,323,-6.38159343832375,2.11982589992737,55.0218277950684,7.59897451879078e-05,0.00303760530324178
"PKHD1L1","ENSG00000205038",93035,13728,-5.61707354083336,4.85675875852788,54.9692275068834,7.62469775912037e-05,0.00303760530324178
"TGM2","ENSG00000198959",7052,6962,-4.30581809474528,6.31396108391979,54.8862417801293,7.66550237294731e-05,0.00303760530324178
"C3","ENSG00000125730",718,8328,-5.51760096482732,10.5029647890149,54.8689820697674,7.67402337560903e-05,0.00303760530324178
"HLA-DPA1","ENSG00000168384",3113,5748,-2.97708868656739,5.38262676041051,54.80018465967,7.70810617775906e-05,0.00303760530324178
"CTNNAL1","ENSG00000119326",8727,3129,-2.40375066383128,6.49098935708101,54.7604895091123,7.72785765335368e-05,0.00303760530324178
"PLLP","ENSG00000102934",51090,1620,-3.67176575446264,4.43500928621236,54.7593935678432,7.72840386844606e-05,0.00303760530324178
"AGR2","ENSG00000106541",10551,2845,5.33211116295698,8.21810995302431,54.7212440464956,7.74744765942516e-05,0.00303760530324178
"SLC39A8","ENSG00000138821",64116,6480,-4.46255713962356,8.23779601000371,54.7028150571669,7.75666822317779e-05,0.00303760530324178
"COL5A3","ENSG00000080573",50509,6750,-6.78789825305658,0.462453445596523,54.676375778541,7.7699205597615e-05,0.00303760530324178
"GDF15","ENSG00000130513",9518,2087,3.38816305717211,6.53158761205417,54.6415609859897,7.78741424899087e-05,0.00303760530324178
"COL3A1","ENSG00000168542",1281,6816,-7.32174482133994,9.14116651149207,54.6188324624203,7.79886143585099e-05,0.00303760530324178
"ARHGAP28","ENSG00000088756",79822,11910,-5.54798302004445,4.73037545757659,54.602043052556,7.80733091827994e-05,0.00303760530324178
"CCL7","ENSG00000108688",6354,863,-6.98357046410365,0.894288606898256,54.5604998369695,7.82833706866612e-05,0.0030376128597398
"ADAMTS5","ENSG00000154736",11096,9056,-5.80614465062224,1.5032005505053,54.5266053125153,7.84552809245937e-05,0.0030376128597398
"TMEM184A","ENSG00000164855",202915,7805,3.53823508011314,3.92467999198475,54.4348446815515,7.89230591331593e-05,0.00304264658316702
"RCAN3","ENSG00000117602",11123,6964,3.15287480245053,4.38852246810153,54.3932614272232,7.91361913975366e-05,0.00304264658316702
"GALNT9","ENSG00000182870",50614,4634,-6.43581751535617,4.60876610254362,54.3888377742816,7.9158906895692e-05,0.00304264658316702
"ARHGAP6","ENSG00000047648",395,8357,-6.10900990908061,3.12588409149271,54.298621874311,7.96239510318099e-05,0.00304522867183309
"BMP1","ENSG00000168487",649,7471,-4.02211026144001,4.85551501292995,54.2656368408788,7.9794834968267e-05,0.00304522867183309
"PSCA","ENSG00000167653",8000,1763,5.11326305910439,5.37769234674245,54.205089088617,8.01097075346479e-05,0.00304522867183309
"EFNB3","ENSG00000108947",1949,3222,-5.26199172972029,2.85105502577081,54.2009099566372,8.0131497994874e-05,0.00304522867183309
"PDPN","ENSG00000162493",10630,3707,-6.92015844759925,7.08768026371689,54.1258215023804,8.05242841436088e-05,0.00304522867183309
"SERPINE1","ENSG00000106366",5054,3190,-6.70910433742828,6.73386247578567,54.1201467713755,8.0554066340477e-05,0.00304522867183309
"MN1","ENSG00000169184",4330,7693,-3.70447960280993,3.64996487091852,54.0671474604119,8.083288447489e-05,0.00304522867183309
"CARNS1","ENSG00000172508",57571,5670,-6.23197409019429,4.20648354590007,54.0602081006204,8.08694803089854e-05,0.00304522867183309
"FAM180A","ENSG00000189320",389558,2526,-5.36932780044524,3.01277987565342,54.0298481531468,8.10298323272078e-05,0.00304522867183309
"NEK2","ENSG00000117650",4751,3027,3.98804318995289,3.28210981374094,53.9460068359489,8.14747274065007e-05,0.00304522867183309
"GALNT18","ENSG00000110328",374378,3627,-3.36701561229186,3.78668526197074,53.9351427064623,8.15326001880165e-05,0.00304522867183309
"VCAM1","ENSG00000162692",7412,6049,-6.89174118498531,7.44259735524584,53.919645535543,8.16152420283536e-05,0.00304522867183309
"CALML5","ENSG00000178372",51806,876,4.60882224183745,5.59056192192036,53.8772386499922,8.18419217970504e-05,0.00304522867183309
"IFI27","ENSG00000165949",3429,4157,-6.36610506367952,8.96330288757129,53.8559448901276,8.1956041510733e-05,0.00304522867183309
"CADM3","ENSG00000162706",57863,3896,-6.97630676574725,2.78051498033525,53.8297699237956,8.20965939933635e-05,0.00304522867183309
"KCND3","ENSG00000171385",3752,7863,-4.3843591872686,2.41030320646252,53.7767107763987,8.23824336961288e-05,0.00304872480792209
"SDR16C5","ENSG00000170786",195814,3279,5.41574438963112,5.62635417999423,53.7396877448955,8.25826215574823e-05,0.00304904235926732
"ACKR3","ENSG00000144476",57007,2258,-4.86164372933674,2.68531179490909,53.581661125152,8.34439641641238e-05,0.00307135320292665
"SEMA3D","ENSG00000153993",223117,8062,-5.07505516447325,4.14281541064021,53.5581771495176,8.35729238275146e-05,0.00307135320292665
"PLXDC2","ENSG00000120594",84898,12567,-4.40032785807343,6.2448665508857,53.4840334172217,8.39817156674434e-05,0.00307926507238716
"RBFOX1","ENSG00000078328",54715,8213,-6.69956730777408,1.3830130596782,53.4233875745066,8.43179482377715e-05,0.00308407498686906
"ADH1B","ENSG00000196616",125,6483,-6.0131562917653,4.00549315633495,53.3905848480542,8.45005149421799e-05,0.00308407498686906
"ABCC11","ENSG00000121270",85320,7246,4.58648068465976,3.96754620548977,53.3357945191158,8.48065600403032e-05,0.00308816199066669
"OLFML1","ENSG00000183801",283298,3436,-5.9318972894677,1.9068217309911,53.1588027066906,8.58047145491745e-05,0.0031173753941119
"SMPD3","ENSG00000103056",55512,7163,-4.80900110363278,4.38707517808372,53.0910383515489,8.6190763424578e-05,0.00311762786618511
"PKMYT1","ENSG00000127564",9088,5034,4.78214678469655,3.47971889580324,53.0888095126476,8.62034978395933e-05,0.00311762786618511
"ARID5B","ENSG00000150347",84159,8164,-3.03235237998981,7.60486973979606,52.8105190690008,8.78121700202698e-05,0.00316860558170647
"CEACAM5","ENSG00000105388",1048,3351,4.8997215569746,3.90089755608472,52.736346983639,8.82472509990467e-05,0.00317021485572486
"MFAP2","ENSG00000117122",4237,2915,-5.35975754718087,4.31385793030449,52.6945013286242,8.84939007449531e-05,0.00317021485572486
"FAM222A","ENSG00000139438",84915,3722,4.37572438615659,2.93405666992182,52.6671364081027,8.86556636081135e-05,0.00317021485572486
"ZNF750","ENSG00000141579",79755,3713,6.41577907163559,2.14157296116586,52.6653083746087,8.86664828798389e-05,0.00317021485572486
"HLA-G","ENSG00000204632",3135,1763,-5.18798964474615,1.40172632234983,52.6151389442842,8.89640580055592e-05,0.00317021485572486
"RP11-206M11.7",NA,NA,551,5.91163599933927,7.87051377013148,64.8111724578528,8.90520983164089e-05,0.00317021485572486
"ABCA6","ENSG00000154262",23460,14151,-4.54409751407251,1.87904357110027,52.4219612571177,9.01216068695846e-05,0.00319786441578991
"EPN3","ENSG00000049283",55040,4642,4.21503361510766,4.7105425898669,52.3863621245446,9.0336974059227e-05,0.00319786441578991
"OLFML2B","ENSG00000162745",25903,3415,-5.46508886379,3.03310908780057,52.3707447841422,9.04316588390285e-05,0.00319786441578991
"PRG4","ENSG00000116690",10216,5050,-6.93528418153154,10.7025384340146,52.1528902960261,9.17655047640215e-05,0.00323205293687319
"SEMA6D","ENSG00000137872",80031,8560,-5.63371660527658,2.99261615594947,52.1272739945871,9.19239570605307e-05,0.00323205293687319
"ST8SIA6-AS1","ENSG00000204832",NA,2025,5.09427337939913,2.87012655210317,52.111459376243,9.20219509399419e-05,0.00323205293687319
"RP1-78O14.1",NA,NA,1588,-4.12446981124981,2.86383914717354,52.0663689715986,9.23020680826951e-05,0.00323205293687319
"TMEM30B","ENSG00000182107",161291,4471,4.26821894998726,3.49052540894388,52.0483981079037,9.24140065529631e-05,0.00323205293687319
"SCD","ENSG00000099194",6319,5362,3.05100444374518,5.21216253476342,51.9450196877176,9.30612482264561e-05,0.00324517579307105
"ZBTB7C","ENSG00000184828",201501,7648,-4.38018905198282,4.25596994861963,51.9234365754914,9.31970927815918e-05,0.00324517579307105
"KIAA0040","ENSG00000235750",9674,4779,2.56200976827066,4.60208572914164,51.8399940737733,9.37246210092837e-05,0.00325017905090419
"FAM19A3",NA,NA,1282,-4.86077633963876,3.18560683299912,51.823728383055,9.38278883473953e-05,0.00325017905090419
"SESTD1","ENSG00000187231",91404,11349,2.61336338534635,4.67028270313088,51.7744937062741,9.41413374033986e-05,0.00325017905090419
"WT1","ENSG00000184937",7490,4113,-5.54061017282246,5.13373834168021,51.7719187407338,9.41577667609395e-05,0.00325017905090419
"RGS4","ENSG00000117152",5999,4836,-6.56025702644722,5.22439938562655,51.6943552295302,9.4654340216944e-05,0.00325433115348192
"MRVI1","ENSG00000072952",10335,7702,-5.52692725955199,3.45151055562671,51.6710835332842,9.48039678397161e-05,0.00325433115348192
"PLEKHS1","ENSG00000148735",79949,5402,4.96362634978177,3.30484773880343,51.6463585745523,9.49632637179777e-05,0.00325433115348192
"FAM110B","ENSG00000169122",90362,4943,-3.20777422458881,5.29732444502974,51.6257826206297,9.50960841053914e-05,0.00325433115348192
"HHIP","ENSG00000164161",64399,12074,-5.88983496713496,2.26605116089422,51.4904292395852,9.59756252396467e-05,0.00327738224128433
"CERCAM","ENSG00000167123",51148,6054,-2.70033405041647,3.92479170358444,51.4346498443358,9.6341046023761e-05,0.00328281598581608
"TWIST2","ENSG00000233608",117581,1176,-7.0140375579362,4.44434213295223,51.4021720457021,9.65546158407325e-05,0.00328306325186662
"HVCN1","ENSG00000122986",84329,3595,-4.75817690454189,2.17893233184565,51.3622416169551,9.68180056600082e-05,0.00328499983809746
"PRKCDBP",NA,NA,1672,-3.91504323097065,5.75294695673514,51.1549933490438,9.81995941077847e-05,0.00332478753412165
"KAZALD1","ENSG00000107821",81621,3613,5.17730289708093,2.60586968195057,51.0804916492254,9.87022694154973e-05,0.00332805842411411
"CRB3","ENSG00000130545",92359,1592,2.84586634372886,4.85387489246146,51.0755855371707,9.87354846211194e-05,0.00332805842411411
"ABCA8","ENSG00000141338",10351,11288,-6.24168814876956,3.53154302538728,51.0478349341642,9.89236243703873e-05,0.00332805842411411
"FBN1","ENSG00000166147",2200,16057,-6.11818211467938,4.85531962138746,51.0028940565399,9.92292607563172e-05,0.00333000265555029
"SNCA","ENSG00000145335",6622,4011,-5.49884286000317,2.46750104423675,50.9778724658405,9.93999410159232e-05,0.00333000265555029
"SERTAD4","ENSG00000082497",56256,5467,4.17296897075524,3.78795931277482,50.8481782409695,0.000100290536579884,0.0033455456449291
"TCEAL6","ENSG00000204071",158931,1375,-6.15465675955578,2.46163811247549,50.8371808865696,0.000100366512473798,0.0033455456449291
"MEDAG","ENSG00000102802",84935,2374,-7.01555530153438,6.15058697268335,50.818661785873,0.000100494615614662,0.0033455456449291
"SERTM1","ENSG00000180440",400120,3207,-5.94099392874841,3.216153134515,50.6910752295989,0.00010138275900176,0.00336406203747924
"LINC01001","ENSG00000230724",NA,4605,3.42586925357034,3.48407183875055,50.6617704107215,0.000101588138098583,0.00336406203747924
"COL6A1","ENSG00000142156",1291,5340,-5.57301832483677,7.43064626426671,50.6479713473212,0.000101685027337869,0.00336406203747924
"TCEAL2","ENSG00000184905",140597,1666,-6.53294598803731,5.72835111120864,50.5425126519093,0.000102429329986239,0.00338165545242951
"TNFSF13B","ENSG00000102524",10673,3059,-3.0988065848987,3.59300721110995,50.4748420623913,0.000102910525169256,0.00339050763357842
"TMPRSS13","ENSG00000137747",84000,5367,4.60620355311477,3.2504386256556,50.3990468877322,0.000103452855939642,0.00339807026555307
"PTGIS","ENSG00000124212",5740,5579,-7.00188307149779,8.93903423508027,50.3831365850516,0.000103567151309824,0.00339807026555307
"C5orf38","ENSG00000186493",153571,1922,4.55889978197615,3.85577342477132,50.2497422520465,0.000104531662826263,0.00340255492507917
"VCAN","ENSG00000038427",1462,14831,-3.93352241629409,3.86072009048512,50.2477737821101,0.000104545979858216,0.00340255492507917
"HOOK2","ENSG00000095066",29911,5950,2.5122954150503,5.51098562983739,50.2466527748438,0.000104554134239844,0.00340255492507917
"MFAP4","ENSG00000166482",4239,2152,-6.76788091205278,0.0534066255564811,50.2288912155477,0.000104683440842401,0.00340255492507917
"ABHD11","ENSG00000106077",83451,2289,2.79384436180216,5.23146373770716,50.1975481664579,0.000104912111009314,0.00340255492507917
"TTC39A","ENSG00000085831",22996,9362,4.22346528268596,4.13669222186459,50.1465014477918,0.000105285873067411,0.00340255492507917
"SAA2","ENSG00000134339",6289,2227,-5.71383594562137,5.78835076337033,50.1416260638874,0.000105321657528792,0.00340255492507917
"CYP7B1","ENSG00000172817",9420,2282,-3.52360647926256,3.94210069850803,50.1289982133553,0.000105414414507888,0.00340255492507917
"HOXA9","ENSG00000078399",3205,2550,6.06005731128925,3.07788927015764,50.0962132759938,0.000105655711515058,0.00340343995412776
"CCNE2","ENSG00000175305",9134,4399,4.46751039527628,2.69626483412419,50.0569424239395,0.000105945655195294,0.00340588527499538
"RP11-395B7.4",NA,NA,407,-6.60609949970047,0.751125156533186,49.9540784074394,0.000106709851100536,0.00342262314980231
"KCNMA1","ENSG00000156113",3778,18808,4.30972694358367,5.31442780299158,49.9290971707491,0.000106896481207299,0.00342262314980231
"CCND1","ENSG00000110092",595,4830,3.5068874447797,8.18229974077454,49.828169135133,0.000107654666367082,0.00343997732108307
"IFI44","ENSG00000137965",10561,2801,-3.90226374848897,3.88160883634482,49.7959067538134,0.000107898443959209,0.00344085759263104
"GABRB2","ENSG00000145864",2561,8553,-5.59507880318136,4.38295499981302,49.6847653640389,0.000108743544273231,0.00345432608873462
"PSAPL1","ENSG00000178597",768239,4679,-7.46099942815701,0.925135931400845,49.6734366173766,0.000108830150515193,0.00345432608873462
"FOXA1","ENSG00000129514",3169,4111,5.35152358233007,5.87939344748026,49.627611795584,0.000109181354874095,0.00345432608873462
"RAET1E","ENSG00000164520",135250,3004,-4.37424816153551,2.33441994087808,49.6114749579164,0.000109305366136333,0.00345432608873462
"ARX","ENSG00000004848",170302,2876,6.80898178952497,2.01130764657978,49.5983751082785,0.000109406167832731,0.00345432608873462
"CFB","ENSG00000204359",629,6817,-6.56703587660383,7.43252261872873,49.5190288845243,0.000110019219172605,0.00346680363305676
"SGK1","ENSG00000118515",6446,9992,-4.44425490308587,8.32027051182132,49.4591670965986,0.00011048457470201,0.00347458703010492
"VSIG2","ENSG00000019102",23584,1432,-3.90775075859392,3.38945680306996,49.429249607959,0.000110718071214566,0.0034750624600343
"ARSG","ENSG00000141337",22901,6587,2.84296023245085,4.22949137092184,49.1697669702529,0.000112769376326777,0.00353247851474016
"SOD2","ENSG00000112096",6648,18985,-3.80514261568872,9.91493562672853,49.1199328047713,0.000113168761228622,0.00353802455290975
"FOXS1","ENSG00000179772",2307,1318,-7.97264548384285,-1.3170916008825,48.9482992879087,0.000114557894639646,0.00355865442213388
"TFF1","ENSG00000160182",7031,551,4.77318960083808,8.20740458351122,48.9430924316648,0.000114600369330911,0.00355865442213388
"STX2","ENSG00000111450",2054,3723,-2.87665421006847,4.35392618475616,48.9257185878943,0.000114742238301004,0.00355865442213388
"FAM101A",NA,NA,2969,-6.03181996192999,4.50984057097311,48.8796760854854,0.000115119270090889,0.00355865442213388
"RP1","ENSG00000104237",6101,7100,6.47218258928189,3.06134376978766,48.8541730130324,0.000115328776198053,0.00355865442213388
"PLAC9","ENSG00000189129",219348,1240,-5.61701539041909,2.22674131672911,48.8225722411344,0.000115589036729528,0.00355865442213388
"MARCH1","ENSG00000145416",55016,10421,-3.67492814984998,2.53767354505074,48.8185043537075,0.000115622592772313,0.00355865442213388
"CHMP4C","ENSG00000164695",92421,1866,2.97286812159497,4.2556185227684,48.8158155292588,0.000115644779602017,0.00355865442213388
"FAM153A","ENSG00000170074",285596,8271,-5.70645219278787,2.52739821080551,48.7920244251925,0.000115841324116468,0.00355865442213388
"SLC38A5","ENSG00000017483",92745,4016,-5.67260953318967,1.50244925195476,48.74378607878,0.000116241118123163,0.00356405570846608
"GATA5","ENSG00000130700",140628,2595,-4.79686772826392,2.65347735692591,48.708574323602,0.00011653403962509,0.00356616571645012
"CILP","ENSG00000138615",8483,4454,-6.82623443906557,4.89708142298716,48.4476120822309,0.000118733985342083,0.00362060839456326
"C9orf152","ENSG00000188959",401546,2947,6.82801992537488,2.07219918494256,48.443607121878,0.000118768150692014,0.00362060839456326
"MMP14","ENSG00000157227",4323,4464,-4.39898333607233,5.155702416563,48.4151937760638,0.000119010891602858,0.00362107135387433
"EDA2R","ENSG00000131080",60401,3557,-6.07742674518504,2.54043200673682,48.2007439398199,0.000120863147174766,0.00367041080341994
"SYCP2","ENSG00000196074",10388,6466,4.22018158427421,3.16286252929131,48.1053880949042,0.000121698338832684,0.00368024521131603
"VAV3","ENSG00000134215",10451,7271,3.75420666684757,4.24075420657361,48.0755570265595,0.000121961101619557,0.00368024521131603
"HIST1H1B","ENSG00000184357",3009,790,3.7201393589298,3.73954736131298,48.0719670416047,0.00012199277133215,0.00368024521131603
"MSC","ENSG00000178860",9242,2113,-6.3148494044634,0.290350707491088,48.0584534363248,0.000122112076388793,0.00368024521131603
"LMTK3","ENSG00000142235",114783,5163,4.37223539340645,4.04107780811899,47.9267051527812,0.000123282902134357,0.00370675563836717
"HOXC11","ENSG00000123388",3227,3265,5.15781994159219,2.91039301176786,47.8896085522399,0.000123615105239559,0.00370675563836717
"ALDH8A1","ENSG00000118514",64577,2868,-3.81764476625,4.30892215274498,47.8812044796947,0.000123690519950541,0.00370675563836717
"CYR61",NA,NA,2455,-3.26581690793245,7.43721581090807,47.741298139212,0.0001249544800199,0.0037375951890163
"FIBIN","ENSG00000176971",387758,3003,-4.5656859730344,1.15428037374184,47.5804369816439,0.00012642779179336,0.00377426860416044
"SORCS2","ENSG00000184985",57537,6292,-4.96279749684961,2.31874212743471,47.5366046299371,0.000126833011171499,0.00377426860416044
"HID1","ENSG00000167861",283987,6196,3.09426528666727,4.7457958570343,47.5008139980494,0.000127165092596451,0.00377426860416044
"RP5-1198O20.4",NA,NA,3809,-4.42189653365772,3.95394112346655,47.4933609937036,0.000127234381694115,0.00377426860416044
"PADI2","ENSG00000117115",11240,6002,4.23980594493432,4.02322388697755,47.4791697975165,0.000127366445072215,0.00377426860416044
"HLA-DQB1","ENSG00000179344",3119,4904,-3.27971296710593,5.3435345471533,47.446561775119,0.000127670545976236,0.00377624795189562
"CAMSAP3","ENSG00000076826",57662,4845,3.38642320839743,3.37498972864729,47.2785022055748,0.000129252348954412,0.00381273033830913
"AKR7A3","ENSG00000162482",22977,1710,4.05253196199736,4.15476207203576,47.2569582746038,0.000129456892924899,0.00381273033830913
"COL6A2","ENSG00000142173",1292,5386,-5.67518853593384,7.11383673132714,47.2395184201175,0.000129622768367074,0.00381273033830913
"RRM2","ENSG00000171848",6241,4954,3.61658405549946,5.20850500668338,47.1674380574876,0.00013031117277267,0.00382590718142344
"CORO2A","ENSG00000106789",7464,5717,3.14194066080762,3.82572518769202,47.0883437506343,0.000131071836013956,0.00384115308745872
"RAB8B","ENSG00000166128",51762,5200,-3.00104964161476,5.25712148481986,47.0106334847211,0.000131824606942651,0.00385611207771766
"PCP4","ENSG00000183036",5121,1106,-4.06116818068044,3.17440404275655,46.9680623817433,0.000132239282265616,0.00386114440127108
"LINC00511","ENSG00000227036",NA,8615,5.03085902728101,4.3382379965303,46.7956277061865,0.000133935716596,0.00390351475859369
"IKBIP","ENSG00000166130",121457,4163,-2.49509482233625,5.04080704418952,46.5967817209972,0.00013592593627201,0.0039542768261362
"SIX1","ENSG00000126778",6495,5430,5.61019426765339,3.80855047155338,46.5595659776358,0.000136302524359224,0.00395799647833638
"DOK5","ENSG00000101134",55816,2604,-5.22715498988058,4.29959267984185,46.5015935815047,0.000136891754580094,0.00396786610315671
"IGFBP7","ENSG00000163453",3490,1932,-5.52040455059576,6.99477845922626,46.4160768210053,0.000137766775710741,0.00398596854888184
"CD34","ENSG00000174059",947,3949,-5.61546730276664,1.69982353208099,46.3703281759711,0.0001382377568035,0.00399233652271159
"ALPK2","ENSG00000198796",115701,9431,-7.41043222864732,2.22267313124367,46.2970511845536,0.000138996347152977,0.00400247406642307
"SEMA3A","ENSG00000075213",10371,9371,-4.90471101381953,3.3063376956685,46.2878641576104,0.000139091821701248,0.00400247406642307
"MUC16","ENSG00000181143",94025,43830,-5.74120506717536,6.64975314436301,46.2253323309691,0.000139743857357037,0.00401397834318146
"SYN1","ENSG00000008056",6853,3203,-6.10364083397484,1.94781952418289,46.0434463785969,0.0001416622937484,0.00406175149624917
"HLA-DPB1","ENSG00000215048",3115,2862,-3.06829392987397,5.08151536994385,45.9806975451335,0.000142331772296532,0.00407360700099768
"CTA-29F11.1",NA,NA,670,2.77653410113131,4.68990001290702,45.9087582873117,0.0001431041834595,0.00408836063086359
"GGT5","ENSG00000099998",2687,2590,-4.70175763159394,1.17786179351996,45.8753049201833,0.000143465158352719,0.00409132807323802
"CARD14","ENSG00000141527",79092,8232,4.83979213492148,3.06607734051158,45.7824889331495,0.000144472661767941,0.00411114019935478
"MEOX2","ENSG00000106511",4223,2500,-6.08971266444028,1.944217257444,45.7638010073354,0.000144676585913321,0.00411114019935478
"RP5-1159O4.1",NA,NA,1730,4.09091842589899,2.74035522739658,45.7231339866176,0.000145121593789971,0.00411643479853797
"DCLK1","ENSG00000133083",9201,11609,-3.34304822799701,3.61630697582988,45.6704880633665,0.000145700230265113,0.0041254942423643
"IFFO1","ENSG00000010295",25900,5193,-5.45510903720247,2.45729255502885,45.6360448480876,0.000146080361636537,0.00412891082543911
"RNF43","ENSG00000108375",54894,7505,3.64642724945272,4.09870686788226,45.5446324643257,0.000147095265308717,0.00414845744874557
"MYL9","ENSG00000101335",10398,1199,-3.07212696749392,6.59760983011819,45.5268864927595,0.000147293311037595,0.00414845744874557
"TMEM47","ENSG00000147027",83604,4054,-3.50394931381401,3.38264517455723,45.4095990193658,0.000148610667874172,0.004169509698877
"SERHL2","ENSG00000183569",253190,2821,4.21253668049489,7.81626612038027,45.3837556694399,0.000148902916404818,0.004169509698877
"GLS","ENSG00000115419",2744,9827,-2.79375216571356,6.50185346385122,45.3832435414831,0.000148908715047032,0.004169509698877
"HTRA3","ENSG00000170801",94031,3321,-6.54671096059163,0.150454572543045,45.367345867857,0.000149088859338969,0.004169509698877
"DUSP4","ENSG00000120875",1846,7257,3.24803776033459,7.0526158324742,45.2902094321636,0.000149966811489243,0.00418670503724269
"RPRM","ENSG00000177519",56475,1471,-5.24137613911706,3.1911807734354,45.1893454132818,0.000151124609611958,0.00420736432192768
"MBOAT2","ENSG00000143797",129642,8798,2.56510389824359,4.70155002498207,45.1792243169382,0.000151241404172775,0.00420736432192768
"PRSS22","ENSG00000005001",64063,2387,4.5173864973062,3.83280752891892,45.1568484749467,0.000151500016116669,0.00420736432192768
"AC093323.3","ENSG00000282742",NA,2311,2.60803574760811,3.98575801308359,44.9465392755818,0.000153957941533298,0.00426817547668881
"RBMS1","ENSG00000153250",5937,11750,-2.74145696813917,6.87094779524135,44.8063601925601,0.000155623992797398,0.00430327398767587
"SLC52A3","ENSG00000101276",113278,3445,5.72662630325036,3.25784327247962,44.7751315162614,0.000155998218720497,0.00430327398767587
"FAM110A","ENSG00000125898",83541,2746,2.75776806255138,4.9033147362296,44.7662752721098,0.000156104551581164,0.00430327398767587
"IFIT3","ENSG00000119917",3437,2640,-4.60949172885199,5.53359406208137,44.7495439124039,0.000156305684966798,0.00430327398767587
"ERG","ENSG00000157554",2078,8000,-5.96394901671003,0.485469516486376,44.6741120953134,0.000157216513402134,0.00432087457300201
"ASIC2","ENSG00000108684",40,5597,-7.92004001006274,-0.641571758235937,44.6263865151081,0.000157796224476563,0.00432932986223369
"CLIC3","ENSG00000169583",9022,1177,-4.01777011607696,5.22880287002281,44.5605795000702,0.000158599960107923,0.00434389185059789
"HLA-DRB1","ENSG00000196126",3123,1229,-3.33503367911019,6.84946849302181,44.506156136865,0.00015926853435691,0.00435470822546651
"MAOB","ENSG00000069535",4129,3050,-6.40734186469,4.72501670716385,44.2641125725819,0.000162285041448829,0.00442254314641422
"IQGAP3","ENSG00000183856",128239,6742,3.96113836994613,3.19788045727865,44.2625013293979,0.000162305360240426,0.00442254314641422
"CCDC64B",NA,NA,4690,3.34596796206859,4.19107375550627,44.2088387320729,0.000162983901601181,0.00443344072851212
"SCGB1D2","ENSG00000124935",10647,480,4.43509284192867,4.62929753148906,44.1603765025355,0.000163599739242003,0.00443766937505548
"CAND2","ENSG00000144712",23066,5478,-3.9164738955258,2.2373376582134,44.152735914024,0.00016369709816864,0.00443766937505548
"FSTL1","ENSG00000163430",11167,8727,-3.8692702882629,6.78863091196566,44.0894299082085,0.00016450655963506,0.00445202871338895
"TNFSF14","ENSG00000125735",8740,2894,-4.77920390335055,3.5607828271405,44.0427759265462,0.000165106307643309,0.00446067346948722
"LLGL2","ENSG00000073350",3993,7909,2.74771997706806,6.1407910377873,43.9689390454481,0.000166061100785238,0.00447886490982287
"IRX5","ENSG00000176842",10265,2845,3.53015397328885,4.5073437779475,43.8303019605635,0.00016787257186008,0.00450075495566288
"WNT2B","ENSG00000134245",7482,12561,-3.67466498136234,4.34308100286286,43.8040589723519,0.000168218248585749,0.00450075495566288
"NID2","ENSG00000087303",22795,6158,-7.11604315819462,5.45187382133492,43.793413949233,0.000168358720376458,0.00450075495566288
"TRPM2","ENSG00000142185",7226,6705,4.27669246080674,2.82703851467605,43.783879014343,0.000168484668071648,0.00450075495566288
"COL2A1","ENSG00000139219",1280,6596,4.83023864577203,4.27137224492781,43.7799294845469,0.000168536872247204,0.00450075495566288
"PRKG1","ENSG00000185532",5592,7674,-5.37144965996504,2.74472801647683,43.7600203681864,0.000168800335749879,0.00450075495566288
"HSPB3","ENSG00000169271",8988,763,-7.14428921540176,0.685646412799,43.7458174999095,0.000168988601710195,0.00450075495566288
